class_id,day,slot,building,grade,lab_required,playground_required,music_required,computer_required,library_required,classroom_required,available_classrooms,available_labs,available_music,available_computers,available_playgrounds,available_libraries,room_utilization_pressure
G3-B06,Sunday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Sunday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Sunday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Sunday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Sunday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Sunday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Sunday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Sunday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Monday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Monday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Monday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Monday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Monday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Monday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Monday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Monday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Tuesday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Tuesday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Tuesday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Tuesday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Tuesday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Tuesday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Tuesday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Tuesday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Wednesday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Wednesday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Wednesday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Wednesday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Wednesday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Wednesday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Wednesday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Wednesday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Thursday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Thursday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Thursday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Thursday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Thursday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Thursday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Thursday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B06,Thursday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Sunday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Sunday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Sunday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Sunday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Sunday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Sunday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Sunday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Sunday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Monday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Monday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Monday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Monday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Monday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Monday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Monday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Monday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Tuesday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Tuesday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Tuesday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Tuesday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Tuesday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Tuesday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Tuesday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Tuesday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Wednesday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Wednesday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Wednesday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Wednesday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Wednesday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Wednesday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Wednesday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Wednesday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Thursday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Thursday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Thursday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Thursday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Thursday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Thursday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Thursday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B07,Thursday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Sunday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Sunday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Sunday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Sunday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Sunday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Sunday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Sunday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Sunday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Monday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Monday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Monday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Monday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Monday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Monday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Monday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Monday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Tuesday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Tuesday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Tuesday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Tuesday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Tuesday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Tuesday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Tuesday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Tuesday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Wednesday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Wednesday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Wednesday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Wednesday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Wednesday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Wednesday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Wednesday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Wednesday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Thursday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Thursday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Thursday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Thursday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Thursday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Thursday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Thursday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B08,Thursday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Sunday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Sunday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Sunday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Sunday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Sunday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Sunday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Sunday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Sunday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Monday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Monday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Monday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Monday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Monday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Monday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Monday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Monday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Tuesday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Tuesday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Tuesday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Tuesday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Tuesday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Tuesday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Tuesday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Tuesday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Wednesday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Wednesday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Wednesday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Wednesday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Wednesday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Wednesday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Wednesday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Wednesday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Thursday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Thursday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Thursday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Thursday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Thursday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Thursday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Thursday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B09,Thursday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Sunday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Sunday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Sunday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Sunday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Sunday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Sunday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Sunday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Sunday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Monday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Monday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Monday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Monday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Monday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Monday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Monday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Monday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Tuesday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Tuesday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Tuesday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Tuesday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Tuesday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Tuesday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Tuesday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Tuesday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Wednesday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Wednesday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Wednesday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Wednesday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Wednesday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Wednesday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Wednesday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Wednesday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Thursday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Thursday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Thursday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Thursday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Thursday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Thursday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Thursday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-B10,Thursday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Sunday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Sunday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Sunday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Sunday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Sunday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Sunday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Sunday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Sunday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Monday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Monday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Monday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Monday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Monday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Monday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Monday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Monday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Tuesday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Tuesday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Tuesday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Tuesday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Tuesday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Tuesday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Tuesday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Tuesday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Wednesday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Wednesday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Wednesday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Wednesday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Wednesday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Wednesday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Wednesday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Wednesday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Thursday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Thursday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Thursday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Thursday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Thursday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Thursday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Thursday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G01,Thursday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Sunday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Sunday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Sunday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Sunday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Sunday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Sunday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Sunday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Sunday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Monday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Monday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Monday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Monday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Monday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Monday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Monday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Monday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Tuesday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Tuesday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Tuesday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Tuesday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Tuesday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Tuesday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Tuesday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Tuesday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Wednesday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Wednesday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Wednesday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Wednesday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Wednesday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Wednesday,6,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Wednesday,7,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Wednesday,8,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Thursday,1,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Thursday,2,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Thursday,3,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Thursday,4,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
G3-G02,Thursday,5,A,3,6,1,0,0,1,33,90,2,3,9,3,1,0.4444444444444444
