class_id,teacher_id,subject,room_id,day,slot,confidence
G7-G02,T209,math,B-CR-003,Tue,3,0.5
G7-G02,T330,arabic,B-CR-058,Sun,1,0.5
G7-G02,T330,arabic,B-CR-058,Mon,1,0.5
G7-G02,T330,arabic,B-CR-055,Tue,1,0.5
G7-G02,T330,arabic,B-CR-054,Wed,1,0.5
G7-G02,T337,islamic,B-CR-041,Wed,5,0.5
G7-G02,T337,islamic,B-CR-024,Thu,5,0.5
G7-G02,T337,islamic,B-CR-021,Mon,6,0.5
G7-G02,T337,islamic,B-CR-018,Tue,6,0.5
G7-G02,T322,english,B-CR-063,Sun,2,0.5
G7-G02,T322,english,B-CR-061,Mon,2,0.5
G7-G02,T322,english,B-CR-059,Tue,2,0.5
G7-G02,T322,english,B-CR-060,Wed,2,0.5
G7-G02,T322,english,B-CR-046,Thu,2,0.5
G7-G02,T322,english,B-CR-035,Mon,7,0.5
G7-G02,T322,english,B-CR-031,Tue,7,0.5
G7-G02,T322,english,B-CR-026,Wed,7,0.5
G7-G02,T322,english,B-CR-020,Thu,7,0.5
G7-G02,T193,history,B-CR-042,Wed,5,0.5
G7-G02,T193,history,B-CR-025,Thu,5,0.5
G7-G02,T186,geography,B-CR-060,Tue,5,0.5
G7-G02,T186,geography,B-CR-043,Wed,5,0.5
G7-G02,T010,french,B-CR-016,Thu,6,0.5
G7-G02,T026,computer,B-CR-061,Tue,5,0.5
G7-G02,T239,social,B-CR-062,Tue,5,0.5
G7-G02,T032,chinese,B-CR-008,Thu,4,0.5
G7-G02,T016,pe,B-PG-04,Tue,4,0.5
G7-G02,T022,art,B-CR-036,Mon,7,0.5
G7-G02,T036,music,B-CR-036,Sun,7,0.5
G7-G03,T213,math,B-CR-059,Sun,1,0.5
G7-G03,T213,math,B-CR-059,Mon,1,0.5
G7-G03,T213,math,B-CR-055,Wed,1,0.5
G7-G03,T213,math,B-CR-038,Thu,1,0.5
G7-G03,T213,math,B-CR-064,Sun,2,0.5
G7-G03,T213,math,B-CR-062,Mon,2,0.5
G7-G03,T213,math,B-CR-060,Tue,2,0.5
G7-G03,T213,math,B-CR-061,Wed,2,0.5
G7-G03,T213,math,B-CR-047,Thu,2,0.5
G7-G03,T340,arabic,B-CR-060,Sun,1,0.5
G7-G03,T340,arabic,B-CR-056,Tue,1,0.5
G7-G03,T340,arabic,B-CR-056,Wed,1,0.5
G7-G03,T340,arabic,B-CR-027,Sun,6,0.5
G7-G03,T352,islamic,B-CR-063,Tue,5,0.5
G7-G03,T352,islamic,B-CR-044,Wed,5,0.5
G7-G03,T352,islamic,B-CR-026,Thu,5,0.5
G7-G03,T352,islamic,B-CR-028,Sun,6,0.5
G7-G03,T371,english,B-CR-065,Sun,2,0.5
G7-G03,T371,english,B-CR-061,Tue,2,0.5
G7-G03,T371,english,B-CR-062,Wed,2,0.5
G7-G03,T371,english,B-CR-048,Thu,2,0.5
G7-G03,T371,english,B-CR-037,Sun,7,0.5
G7-G03,T371,english,B-CR-037,Mon,7,0.5
G7-G03,T371,english,B-CR-032,Tue,7,0.5
G7-G03,T371,english,B-CR-027,Wed,7,0.5
G7-G03,T371,english,B-CR-021,Thu,7,0.5
G7-G03,T197,history,B-CR-064,Tue,5,0.5
G7-G03,T197,history,B-CR-045,Wed,5,0.5
G7-G03,T200,geography,B-CR-065,Tue,5,0.5
G7-G03,T200,geography,B-CR-046,Wed,5,0.5
G7-G03,T012,french,B-CR-028,Wed,7,0.5
G7-G03,T028,computer,B-CR-066,Tue,5,0.5
G7-G03,T249,social,B-CR-047,Wed,5,0.5
G7-G03,T018,pe,B-PG-01,Wed,4,0.5
G7-G03,T030,art,B-CR-038,Sun,7,0.5
G7-G03,T038,music,B-CR-039,Sun,7,0.5
G7-G04,T215,math,B-CR-061,Sun,1,0.5
G7-G04,T215,math,B-CR-060,Mon,1,0.5
G7-G04,T215,math,B-CR-057,Tue,1,0.5
G7-G04,T215,math,B-CR-057,Wed,1,0.5
G7-G04,T215,math,B-CR-039,Thu,1,0.5
G7-G04,T215,math,B-CR-063,Mon,2,0.5
G7-G04,T215,math,B-CR-062,Tue,2,0.5
G7-G04,T215,math,B-CR-063,Wed,2,0.5
G7-G04,T215,math,B-CR-011,Sun,3,0.5
G7-G04,T362,arabic,B-CR-062,Sun,1,0.5
G7-G04,T362,arabic,B-CR-061,Mon,1,0.5
G7-G04,T362,arabic,B-CR-058,Tue,1,0.5
G7-G04,T362,arabic,B-CR-040,Thu,1,0.5
G7-G04,T364,islamic,B-CR-067,Tue,5,0.5
G7-G04,T364,islamic,B-CR-048,Wed,5,0.5
G7-G04,T364,islamic,B-CR-027,Thu,5,0.5
G7-G04,T364,islamic,B-CR-029,Sun,6,0.5
G7-G04,T377,english,B-CR-066,Sun,2,0.5
G7-G04,T377,english,B-CR-064,Mon,2,0.5
G7-G04,T377,english,B-CR-063,Tue,2,0.5
G7-G04,T377,english,B-CR-064,Wed,2,0.5
G7-G04,T377,english,B-CR-049,Thu,2,0.5
G7-G04,T377,english,B-CR-040,Sun,7,0.5
G7-G04,T377,english,B-CR-038,Mon,7,0.5
G7-G04,T377,english,B-CR-033,Tue,7,0.5
G7-G04,T377,english,B-CR-022,Thu,7,0.5
G7-G04,T216,history,B-CR-049,Wed,5,0.5
G7-G04,T216,history,B-CR-028,Thu,5,0.5
G7-G04,T212,geography,B-CR-050,Wed,5,0.5
G7-G04,T212,geography,B-CR-029,Thu,5,0.5
G7-G04,T008,french,B-CR-041,Sun,7,0.5
G7-G04,T024,computer,B-CR-030,Thu,5,0.5
G7-G04,T255,social,B-CR-068,Tue,5,0.5
G7-G04,T002,pe,B-PG-01,Thu,4,0.5
G7-G04,T020,art,B-CR-039,Mon,7,0.5
G7-G04,T034,music,B-CR-023,Thu,7,0.5
G7-G05,T223,math,B-CR-063,Sun,1,0.5
G7-G05,T223,math,B-CR-062,Mon,1,0.5
G7-G05,T223,math,B-CR-059,Tue,1,0.5
G7-G05,T223,math,B-CR-058,Wed,1,0.5
G7-G05,T223,math,B-CR-067,Sun,2,0.5
G7-G05,T223,math,B-CR-065,Mon,2,0.5
G7-G05,T223,math,B-CR-064,Tue,2,0.5
G7-G05,T223,math,B-CR-065,Wed,2,0.5
G7-G05,T223,math,B-CR-050,Thu,2,0.5
G7-G05,T373,arabic,B-CR-064,Sun,1,0.5
G7-G05,T373,arabic,B-CR-060,Tue,1,0.5
G7-G05,T373,arabic,B-CR-059,Wed,1,0.5
G7-G05,T373,arabic,B-CR-041,Thu,1,0.5
G7-G05,T375,islamic,B-CR-069,Tue,5,0.5
G7-G05,T375,islamic,B-CR-051,Wed,5,0.5
G7-G05,T375,islamic,B-CR-031,Thu,5,0.5
G7-G05,T375,islamic,B-CR-030,Sun,6,0.5
G7-G05,T388,english,B-CR-068,Sun,2,0.5
G7-G05,T388,english,B-CR-066,Mon,2,0.5
G7-G05,T388,english,B-CR-065,Tue,2,0.5
G7-G05,T388,english,B-CR-066,Wed,2,0.5
G7-G05,T388,english,B-CR-051,Thu,2,0.5
G7-G05,T388,english,B-CR-040,Mon,7,0.5
G7-G05,T388,english,B-CR-034,Tue,7,0.5
G7-G05,T388,english,B-CR-029,Wed,7,0.5
G7-G05,T388,english,B-CR-024,Thu,7,0.5
G7-G05,T219,history,B-CR-070,Tue,5,0.5
G7-G05,T219,history,B-CR-052,Wed,5,0.5
G7-G05,T220,geography,B-CR-071,Tue,5,0.5
G7-G05,T220,geography,B-CR-053,Wed,5,0.5
G7-G05,T010,french,B-CR-041,Mon,7,0.5
G7-G05,T026,computer,B-CR-054,Wed,5,0.5
G7-G05,T268,social,B-CR-072,Tue,5,0.5
G7-G05,T004,pe,B-PG-02,Wed,4,0.5
G7-G05,T022,art,B-CR-035,Tue,7,0.5
G7-G05,T036,music,B-CR-042,Mon,7,0.5
G7-G06,T244,math,B-CR-065,Sun,1,0.5
G7-G06,T244,math,B-CR-063,Mon,1,0.5
G7-G06,T244,math,B-CR-061,Tue,1,0.5
G7-G06,T244,math,B-CR-060,Wed,1,0.5
G7-G06,T244,math,B-CR-042,Thu,1,0.5
G7-G06,T244,math,B-CR-069,Sun,2,0.5
G7-G06,T244,math,B-CR-067,Mon,2,0.5
G7-G06,T244,math,B-CR-066,Tue,2,0.5
G7-G06,T244,math,B-CR-067,Wed,2,0.5
G7-G06,T376,arabic,B-CR-066,Sun,1,0.5
G7-G06,T376,arabic,B-CR-064,Mon,1,0.5
G7-G06,T376,arabic,B-CR-062,Tue,1,0.5
G7-G06,T376,arabic,B-CR-061,Wed,1,0.5
G7-G06,T381,islamic,B-CR-055,Wed,5,0.5
G7-G06,T381,islamic,B-CR-032,Thu,5,0.5
G7-G06,T381,islamic,B-CR-031,Sun,6,0.5
G7-G06,T381,islamic,B-CR-022,Mon,6,0.5
G7-G06,T390,english,B-CR-070,Sun,2,0.5
G7-G06,T390,english,B-CR-068,Mon,2,0.5
G7-G06,T390,english,B-CR-067,Tue,2,0.5
G7-G06,T390,english,B-CR-068,Wed,2,0.5
G7-G06,T390,english,B-CR-052,Thu,2,0.5
G7-G06,T390,english,B-CR-042,Sun,7,0.5
G7-G06,T390,english,B-CR-043,Mon,7,0.5
G7-G06,T390,english,B-CR-036,Tue,7,0.5
G7-G06,T390,english,B-CR-030,Wed,7,0.5
G7-G06,T240,history,B-CR-073,Tue,5,0.5
G7-G06,T240,history,B-CR-056,Wed,5,0.5
G7-G06,T234,geography,B-CR-074,Tue,5,0.5
G7-G06,T234,geography,B-CR-057,Wed,5,0.5
G7-G06,T012,french,B-CR-001,Sun,8,0.5
G7-G06,T028,computer,B-CR-058,Wed,5,0.5
G7-G06,T275,social,B-CR-075,Tue,5,0.5
G7-G06,T014,pe,B-PG-03,Wed,4,0.5
G7-G06,T030,art,B-CR-044,Mon,7,0.5
G7-G06,T038,music,B-CR-045,Mon,7,0.5
G9-B01,T358,math,B-CR-065,Mon,1,0.5
G9-B01,T358,math,B-CR-063,Tue,1,0.5
G9-B01,T358,math,B-CR-062,Wed,1,0.5
G9-B01,T358,math,B-CR-043,Thu,1,0.5
G9-B01,T358,math,B-CR-071,Sun,2,0.5
G9-B01,T358,math,B-CR-069,Mon,2,0.5
G9-B01,T358,math,B-CR-068,Tue,2,0.5
G9-B01,T358,math,B-CR-069,Wed,2,0.5
G9-B01,T358,math,B-CR-053,Thu,2,0.5
G9-B01,T387,arabic,B-CR-066,Mon,1,0.5
G9-B01,T387,arabic,B-CR-063,Wed,1,0.5
G9-B01,T387,arabic,B-CR-044,Thu,1,0.5
G9-B01,T387,arabic,B-CR-032,Sun,6,0.5
G9-B01,T395,islamic,B-CR-076,Tue,5,0.5
G9-B01,T395,islamic,B-CR-059,Wed,5,0.5
G9-B01,T395,islamic,B-CR-033,Thu,5,0.5
G9-B01,T395,islamic,B-CR-033,Sun,6,0.5
G9-B01,T247,english,B-CR-069,Tue,2,0.5
G9-B01,T247,english,B-CR-070,Wed,2,0.5
G9-B01,T247,english,B-CR-054,Thu,2,0.5
G9-B01,T247,english,B-CR-043,Sun,7,0.5
G9-B01,T247,english,B-CR-031,Wed,7,0.5
G9-B01,T247,english,B-CR-025,Thu,7,0.5
G9-B01,T308,english,B-CR-070,Tue,2,0.5
G9-B01,T308,english,B-CR-071,Wed,2,0.5
G9-B01,T308,english,B-CR-055,Thu,2,0.5
G9-B01,T304,history,B-CR-077,Tue,5,0.5
G9-B01,T304,history,B-CR-060,Wed,5,0.5
G9-B01,T307,geography,B-CR-061,Wed,5,0.5
G9-B01,T307,geography,B-CR-034,Thu,5,0.5
G9-B01,T007,french,B-CR-032,Wed,7,0.5
G9-B01,T021,computer,B-CR-078,Tue,5,0.5
G9-B01,T283,social,B-CR-079,Tue,5,0.5
G9-B01,T001,pe,B-PG-04,Wed,4,0.5
G9-B01,T019,art,B-CR-046,Mon,7,0.5
G9-B01,T033,music,B-CR-037,Tue,7,0.5
G9-B02,T367,math,B-CR-067,Sun,1,0.5
G9-B02,T367,math,B-CR-067,Mon,1,0.5
G9-B02,T367,math,B-CR-064,Tue,1,0.5
G9-B02,T367,math,B-CR-064,Wed,1,0.5
G9-B02,T367,math,B-CR-045,Thu,1,0.5
G9-B02,T367,math,B-CR-072,Sun,2,0.5
G9-B02,T367,math,B-CR-070,Mon,2,0.5
G9-B02,T367,math,B-CR-071,Tue,2,0.5
G9-B02,T367,math,B-CR-072,Wed,2,0.5
G9-B02,T400,arabic,B-CR-068,Sun,1,0.5
G9-B02,T400,arabic,B-CR-068,Mon,1,0.5
G9-B02,T400,arabic,B-CR-065,Tue,1,0.5
G9-B02,T400,arabic,B-CR-065,Wed,1,0.5
G9-B02,T407,islamic,B-CR-080,Tue,5,0.5
G9-B02,T407,islamic,B-CR-062,Wed,5,0.5
G9-B02,T407,islamic,B-CR-035,Thu,5,0.5
G9-B02,T407,islamic,B-CR-034,Sun,6,0.5
G9-B02,T057,english,B-CR-072,Tue,2,0.5
G9-B02,T057,english,B-CR-073,Wed,2,0.5
G9-B02,T057,english,B-CR-056,Thu,2,0.5
G9-B02,T057,english,B-CR-044,Sun,7,0.5
G9-B02,T057,english,B-CR-033,Wed,7,0.5
G9-B02,T057,english,B-CR-026,Thu,7,0.5
G9-B02,T161,english,B-CR-045,Sun,7,0.5
G9-B02,T161,english,B-CR-047,Mon,7,0.5
G9-B02,T161,english,B-CR-038,Tue,7,0.5
G9-B02,T333,history,B-CR-036,Thu,5,0.5
G9-B02,T333,history,B-CR-023,Mon,6,0.5
G9-B02,T372,geography,B-CR-063,Wed,5,0.5
G9-B02,T372,geography,B-CR-037,Thu,5,0.5
G9-B02,T009,french,B-CR-048,Mon,7,0.5
G9-B02,T023,computer,B-CR-064,Wed,5,0.5
G9-B02,T286,social,B-CR-065,Wed,5,0.5
G9-B02,T005,pe,B-PG-02,Thu,4,0.5
G9-B02,T027,art,B-CR-034,Wed,7,0.5
G9-B02,T035,music,B-CR-049,Mon,7,0.5
G9-B03,T368,math,B-CR-069,Sun,1,0.5
G9-B03,T368,math,B-CR-066,Tue,1,0.5
G9-B03,T368,math,B-CR-046,Thu,1,0.5
G9-B03,T368,math,B-CR-073,Sun,2,0.5
G9-B03,T368,math,B-CR-071,Mon,2,0.5
G9-B03,T368,math,B-CR-073,Tue,2,0.5
G9-B03,T368,math,B-CR-074,Wed,2,0.5
G9-B03,T368,math,B-CR-057,Thu,2,0.5
G9-B03,T368,math,B-CR-012,Sun,3,0.5
G9-B03,T418,arabic,B-CR-069,Mon,1,0.5
G9-B03,T418,arabic,B-CR-067,Tue,1,0.5
G9-B03,T418,arabic,B-CR-066,Wed,1,0.5
G9-B03,T418,arabic,B-CR-047,Thu,1,0.5
G9-B03,T414,islamic,B-CR-066,Wed,5,0.5
G9-B03,T414,islamic,B-CR-038,Thu,5,0.5
G9-B03,T414,islamic,B-CR-035,Sun,6,0.5
G9-B03,T414,islamic,B-CR-024,Mon,6,0.5
G9-B03,T430,english,B-CR-074,Tue,2,0.5
G9-B03,T430,english,B-CR-075,Wed,2,0.5
G9-B03,T430,english,B-CR-058,Thu,2,0.5
G9-B03,T430,english,B-CR-046,Sun,7,0.5
G9-B03,T430,english,B-CR-050,Mon,7,0.5
G9-B03,T430,english,B-CR-039,Tue,7,0.5
G9-B03,T430,english,B-CR-035,Wed,7,0.5
G9-B03,T430,english,B-CR-027,Thu,7,0.5
G9-B03,T096,english,B-CR-047,Sun,7,0.5
G9-B03,T397,history,B-CR-039,Thu,5,0.5
G9-B03,T397,history,B-CR-036,Sun,6,0.5
G9-B03,T401,geography,B-CR-067,Wed,5,0.5
G9-B03,T401,geography,B-CR-040,Thu,5,0.5
G9-B03,T011,french,B-CR-040,Tue,7,0.5
G9-B03,T025,computer,B-CR-068,Wed,5,0.5
G9-B03,T287,social,B-CR-069,Wed,5,0.5
G9-B03,T013,pe,B-PG-03,Thu,4,0.5
G9-B03,T029,art,B-CR-036,Wed,7,0.5
G9-B03,T037,music,B-CR-051,Mon,7,0.5
G9-B04,T374,math,B-CR-070,Sun,1,0.5
G9-B04,T374,math,B-CR-070,Mon,1,0.5
G9-B04,T374,math,B-CR-068,Tue,1,0.5
G9-B04,T374,math,B-CR-067,Wed,1,0.5
G9-B04,T374,math,B-CR-048,Thu,1,0.5
G9-B04,T374,math,B-CR-072,Mon,2,0.5
G9-B04,T374,math,B-CR-075,Tue,2,0.5
G9-B04,T374,math,B-CR-059,Thu,2,0.5
G9-B04,T374,math,B-CR-008,Mon,3,0.5
G9-B04,T422,arabic,B-CR-071,Mon,1,0.5
G9-B04,T422,arabic,B-CR-069,Tue,1,0.5
G9-B04,T422,arabic,B-CR-068,Wed,1,0.5
G9-B04,T422,arabic,B-CR-049,Thu,1,0.5
G9-B04,T416,islamic,B-CR-070,Wed,5,0.5
G9-B04,T416,islamic,B-CR-041,Thu,5,0.5
G9-B04,T416,islamic,B-CR-037,Sun,6,0.5
G9-B04,T416,islamic,B-CR-025,Mon,6,0.5
G9-B04,T308,english,B-CR-048,Sun,7,0.5
G9-B04,T308,english,B-CR-052,Mon,7,0.5
G9-B04,T308,english,B-CR-041,Tue,7,0.5
G9-B04,T308,english,B-CR-037,Wed,7,0.5
G9-B04,T308,english,B-CR-028,Thu,7,0.5
G9-B04,T096,english,B-CR-053,Mon,7,0.5
G9-B04,T096,english,B-CR-042,Tue,7,0.5
G9-B04,T096,english,B-CR-038,Wed,7,0.5
G9-B04,T161,english,B-CR-039,Wed,7,0.5
G9-B04,T409,history,B-CR-071,Wed,5,0.5
G9-B04,T409,history,B-CR-042,Thu,5,0.5
G9-B04,T419,geography,B-CR-072,Wed,5,0.5
G9-B04,T419,geography,B-CR-043,Thu,5,0.5
G9-B04,T007,french,B-CR-029,Thu,7,0.5
G9-B04,T021,computer,B-CR-073,Wed,5,0.5
G9-B04,T293,social,B-CR-074,Wed,5,0.5
G9-B04,T015,pe,B-PG-04,Thu,4,0.5
G9-B04,T019,art,B-CR-043,Tue,7,0.5
G9-B04,T033,music,B-CR-040,Wed,7,0.5
G9-B05,T380,math,B-CR-071,Sun,1,0.5
G9-B05,T380,math,B-CR-072,Mon,1,0.5
G9-B05,T380,math,B-CR-070,Tue,1,0.5
G9-B05,T380,math,B-CR-069,Wed,1,0.5
G9-B05,T380,math,B-CR-050,Thu,1,0.5
G9-B05,T380,math,B-CR-074,Sun,2,0.5
G9-B05,T380,math,B-CR-073,Mon,2,0.5
G9-B05,T380,math,B-CR-076,Tue,2,0.5
G9-B05,T380,math,B-CR-076,Wed,2,0.5
G9-B05,T432,arabic,B-CR-072,Sun,1,0.5
G9-B05,T432,arabic,B-CR-073,Mon,1,0.5
G9-B05,T432,arabic,B-CR-071,Tue,1,0.5
G9-B05,T432,arabic,B-CR-051,Thu,1,0.5
G9-B05,T434,islamic,B-CR-075,Wed,5,0.5
G9-B05,T434,islamic,B-CR-044,Thu,5,0.5
G9-B05,T434,islamic,B-CR-038,Sun,6,0.5
G9-B05,T434,islamic,B-CR-019,Tue,6,0.5
G9-B05,T161,english,B-CR-030,Thu,7,0.5
G9-B05,T099,english,B-CR-031,Thu,7,0.5
G9-B05,T102,english,B-CR-032,Thu,7,0.5
G9-B05,T110,english,B-CR-033,Thu,7,0.5
G9-B05,T148,english,B-CR-034,Thu,7,0.5
G9-B05,T168,english,B-CR-035,Thu,7,0.5
G9-B05,T177,english,B-CR-036,Thu,7,0.5
G9-B05,T437,history,B-CR-045,Thu,5,0.5
G9-B05,T437,history,B-CR-039,Sun,6,0.5
G9-B05,T438,geography,B-CR-076,Wed,5,0.5
G9-B05,T438,geography,B-CR-046,Thu,5,0.5
G9-B05,T009,french,B-CR-044,Tue,7,0.5
G9-B05,T023,computer,B-CR-047,Thu,5,0.5
G9-B05,T316,social,B-CR-077,Wed,5,0.5
G9-B05,T027,art,B-CR-037,Thu,7,0.5
G9-B05,T035,music,B-CR-041,Wed,7,0.5
G9-B06,T412,math,B-CR-073,Sun,1,0.5
G9-B06,T412,math,B-CR-072,Tue,1,0.5
G9-B06,T412,math,B-CR-070,Wed,1,0.5
G9-B06,T412,math,B-CR-052,Thu,1,0.5
G9-B06,T412,math,B-CR-075,Sun,2,0.5
G9-B06,T412,math,B-CR-074,Mon,2,0.5
G9-B06,T412,math,B-CR-077,Tue,2,0.5
G9-B06,T412,math,B-CR-077,Wed,2,0.5
G9-B06,T412,math,B-CR-060,Thu,2,0.5
G9-B06,T453,arabic,B-CR-074,Sun,1,0.5
G9-B06,T453,arabic,B-CR-074,Mon,1,0.5
G9-B06,T453,arabic,B-CR-073,Tue,1,0.5
G9-B06,T453,arabic,B-CR-071,Wed,1,0.5
G9-B06,T447,islamic,B-CR-078,Wed,5,0.5
G9-B06,T447,islamic,B-CR-048,Thu,5,0.5
G9-B06,T447,islamic,B-CR-040,Sun,6,0.5
G9-B06,T447,islamic,B-CR-026,Mon,6,0.5
G9-B06,T442,history,B-CR-079,Wed,5,0.5
G9-B06,T442,history,B-CR-049,Thu,5,0.5
G9-B06,T446,geography,B-CR-080,Wed,5,0.5
G9-B06,T446,geography,B-CR-050,Thu,5,0.5
G9-B06,T011,french,B-CR-042,Wed,7,0.5
G9-B06,T025,computer,B-CR-041,Sun,6,0.5
G9-B06,T317,social,B-CR-051,Thu,5,0.5
G9-B06,T029,art,B-CR-002,Sun,8,0.5
G9-B06,T037,music,B-CR-045,Tue,7,0.5
G9-G01,T246,math,B-CR-075,Sun,1,0.5
G9-G01,T246,math,B-CR-074,Tue,1,0.5
G9-G01,T246,math,B-CR-072,Wed,1,0.5
G9-G01,T246,math,B-CR-053,Thu,1,0.5
G9-G01,T246,math,B-CR-076,Sun,2,0.5
G9-G01,T246,math,B-CR-075,Mon,2,0.5
G9-G01,T246,math,B-CR-078,Tue,2,0.5
G9-G01,T246,math,B-CR-078,Wed,2,0.5
G9-G01,T246,math,B-CR-013,Sun,3,0.5
G9-G01,T383,arabic,B-CR-075,Mon,1,0.5
G9-G01,T383,arabic,B-CR-073,Wed,1,0.5
G9-G01,T383,arabic,B-CR-054,Thu,1,0.5
G9-G01,T383,arabic,B-CR-042,Sun,6,0.5
G9-G01,T393,islamic,B-CR-052,Thu,5,0.5
G9-G01,T393,islamic,B-CR-043,Sun,6,0.5
G9-G01,T393,islamic,B-CR-027,Mon,6,0.5
G9-G01,T393,islamic,B-CR-020,Tue,6,0.5
G9-G01,T403,english,B-CR-077,Sun,2,0.5
G9-G01,T403,english,B-CR-079,Tue,2,0.5
G9-G01,T403,english,B-CR-079,Wed,2,0.5
G9-G01,T403,english,B-CR-049,Sun,7,0.5
G9-G01,T403,english,B-CR-046,Tue,7,0.5
G9-G01,T403,english,B-CR-043,Wed,7,0.5
G9-G01,T403,english,B-CR-038,Thu,7,0.5
G9-G01,T421,english,B-CR-078,Sun,2,0.5
G9-G01,T421,english,B-CR-076,Mon,2,0.5
G9-G01,T242,history,B-CR-044,Sun,6,0.5
G9-G01,T242,history,B-CR-028,Mon,6,0.5
G9-G01,T257,geography,B-CR-053,Thu,5,0.5
G9-G01,T257,geography,B-CR-029,Mon,6,0.5
G9-G01,T008,french,B-CR-054,Mon,7,0.5
G9-G01,T024,computer,B-CR-045,Sun,6,0.5
G9-G01,T289,social,B-CR-046,Sun,6,0.5
G9-G01,T020,art,B-CR-047,Tue,7,0.5
G9-G01,T034,music,B-CR-003,Sun,8,0.5
G9-G02,T251,math,B-CR-076,Sun,1,0.5
G9-G02,T251,math,B-CR-076,Mon,1,0.5
G9-G02,T251,math,B-CR-075,Tue,1,0.5
G9-G02,T251,math,B-CR-074,Wed,1,0.5
G9-G02,T251,math,B-CR-079,Sun,2,0.5
G9-G02,T251,math,B-CR-077,Mon,2,0.5
G9-G02,T251,math,B-CR-080,Tue,2,0.5
G9-G02,T251,math,B-CR-080,Wed,2,0.5
G9-G02,T251,math,B-CR-014,Sun,3,0.5
G9-G02,T394,arabic,B-CR-077,Sun,1,0.5
G9-G02,T394,arabic,B-CR-077,Mon,1,0.5
G9-G02,T394,arabic,B-CR-076,Tue,1,0.5
G9-G02,T394,arabic,B-CR-075,Wed,1,0.5
G9-G02,T404,islamic,B-CR-054,Thu,5,0.5
G9-G02,T404,islamic,B-CR-047,Sun,6,0.5
G9-G02,T404,islamic,B-CR-030,Mon,6,0.5
G9-G02,T404,islamic,B-CR-021,Tue,6,0.5
G9-G02,T450,english,B-CR-080,Sun,2,0.5
G9-G02,T450,english,B-CR-078,Mon,2,0.5
G9-G02,T450,english,B-CR-061,Thu,2,0.5
G9-G02,T450,english,B-CR-050,Sun,7,0.5
G9-G02,T450,english,B-CR-055,Mon,7,0.5
G9-G02,T450,english,B-CR-048,Tue,7,0.5
G9-G02,T450,english,B-CR-044,Wed,7,0.5
G9-G02,T450,english,B-CR-039,Thu,7,0.5
G9-G02,T462,english,B-CR-079,Mon,2,0.5
G9-G02,T263,history,B-CR-055,Thu,5,0.5
G9-G02,T263,history,B-CR-048,Sun,6,0.5
G9-G02,T266,geography,B-CR-056,Thu,5,0.5
G9-G02,T266,geography,B-CR-049,Sun,6,0.5
G9-G02,T010,french,B-CR-049,Tue,7,0.5
G9-G02,T026,computer,B-CR-057,Thu,5,0.5
G9-G02,T326,social,B-CR-058,Thu,5,0.5
G9-G02,T022,art,B-CR-045,Wed,7,0.5
G9-G02,T036,music,B-CR-050,Tue,7,0.5
G9-G03,T252,math,B-CR-078,Mon,1,0.5
G9-G03,T252,math,B-CR-077,Tue,1,0.5
G9-G03,T252,math,B-CR-076,Wed,1,0.5
G9-G03,T252,math,B-CR-055,Thu,1,0.5
G9-G03,T252,math,B-CR-062,Thu,2,0.5
G9-G03,T252,math,B-CR-015,Sun,3,0.5
G9-G03,T252,math,B-CR-009,Mon,3,0.5
G9-G03,T252,math,B-CR-004,Tue,3,0.5
G9-G03,T252,math,B-CR-003,Wed,3,0.5
G9-G03,T406,arabic,B-CR-078,Sun,1,0.5
G9-G03,T406,arabic,B-CR-079,Mon,1,0.5
G9-G03,T406,arabic,B-CR-078,Tue,1,0.5
G9-G03,T406,arabic,B-CR-077,Wed,1,0.5
G9-G03,T410,islamic,B-CR-059,Thu,5,0.5
G9-G03,T410,islamic,B-CR-050,Sun,6,0.5
G9-G03,T410,islamic,B-CR-031,Mon,6,0.5
G9-G03,T410,islamic,B-CR-022,Tue,6,0.5
G9-G03,T145,english,B-CR-051,Sun,7,0.5
G9-G03,T145,english,B-CR-056,Mon,7,0.5
G9-G03,T145,english,B-CR-051,Tue,7,0.5
G9-G03,T145,english,B-CR-046,Wed,7,0.5
G9-G03,T181,english,B-CR-080,Mon,2,0.5
G9-G03,T181,english,B-CR-063,Thu,2,0.5
G9-G03,T181,english,B-CR-052,Sun,7,0.5
G9-G03,T181,english,B-CR-057,Mon,7,0.5
G9-G03,T181,english,B-CR-052,Tue,7,0.5
G9-G03,T284,history,B-CR-060,Thu,5,0.5
G9-G03,T284,history,B-CR-051,Sun,6,0.5
G9-G03,T296,geography,B-CR-061,Thu,5,0.5
G9-G03,T296,geography,B-CR-052,Sun,6,0.5
G9-G03,T012,french,B-CR-001,Mon,8,0.5
G9-G03,T028,computer,B-CR-062,Thu,5,0.5
G9-G03,T327,social,B-CR-063,Thu,5,0.5
G9-G03,T030,art,B-CR-053,Tue,7,0.5
G9-G03,T038,music,B-CR-054,Tue,7,0.5
G9-G04,T253,math,B-CR-079,Sun,1,0.5
G9-G04,T253,math,B-CR-080,Mon,1,0.5
G9-G04,T253,math,B-CR-079,Tue,1,0.5
G9-G04,T253,math,B-CR-078,Wed,1,0.5
G9-G04,T253,math,B-CR-056,Thu,1,0.5
G9-G04,T253,math,B-CR-064,Thu,2,0.5
G9-G04,T253,math,B-CR-016,Sun,3,0.5
G9-G04,T253,math,B-CR-010,Mon,3,0.5
