class_id,teacher_id,subject,room_id,day,slot,confidence
G2-G01,T192,social,A-CR-001,Sun,1,0.6
G2-G02,T215,math,A-CR-001,Sun,1,0.6
G2-G02,T215,math,A-CR-001,Mon,1,0.6
G2-G02,T215,math,A-CR-001,Tue,1,0.6
G2-G02,T215,math,A-CR-001,Wed,1,0.6
G2-G02,T215,math,A-CR-001,Thu,1,0.6
G2-G02,T215,math,A-CR-001,Sun,2,0.6
G2-G02,T215,math,A-CR-001,Mon,2,0.6
G2-G02,T215,math,A-CR-001,Tue,2,0.6
G2-G02,T215,math,A-CR-001,Wed,2,0.6
G2-G02,T223,science,A-LAB-01,Sun,1,0.6
G2-G02,T223,science,A-LAB-01,Mon,1,0.6
G2-G02,T223,science,A-LAB-01,Tue,1,0.6
G2-G02,T223,science,A-LAB-01,Wed,1,0.6
G2-G02,T223,science,A-LAB-01,Thu,1,0.6
G2-G02,T297,arabic,A-CR-001,Sun,1,0.6
G2-G02,T297,arabic,A-CR-001,Mon,1,0.6
G2-G02,T297,arabic,A-CR-001,Tue,1,0.6
G2-G02,T297,arabic,A-CR-001,Wed,1,0.6
G2-G02,T297,arabic,A-CR-001,Thu,1,0.6
G2-G02,T313,islamic,A-CR-001,Sun,1,0.6
G2-G02,T313,islamic,A-CR-001,Mon,1,0.6
G2-G02,T313,islamic,A-CR-001,Tue,1,0.6
G2-G02,T313,islamic,A-CR-001,Wed,1,0.6
G2-G02,T313,islamic,A-CR-001,Thu,1,0.6
G2-G02,T313,islamic,A-CR-001,Sun,2,0.6
G2-G02,T016,pe,A-PG-01,Sun,1,0.6
G2-G02,T028,art,A-CR-001,Sun,1,0.6
G2-G02,T002,library,A-LIB-01,Sun,1,0.6
G2-G02,T203,english,A-CR-001,Sun,1,0.6
G2-G02,T203,english,A-CR-001,Mon,1,0.6
G2-G02,T203,english,A-CR-001,Tue,1,0.6
G2-G02,T203,english,A-CR-001,Wed,1,0.6
G2-G02,T203,english,A-CR-001,Thu,1,0.6
G2-G02,T203,english,A-CR-001,Sun,2,0.6
G2-G02,T203,english,A-CR-001,Mon,2,0.6
G2-G02,T203,english,A-CR-001,Tue,2,0.6
G2-G02,T203,english,A-CR-001,Wed,2,0.6
G2-G02,T012,french,A-CR-001,Sun,1,0.6
G2-G02,T030,computer,A-LAB-01,Sun,1,0.6
G2-G02,T038,music,A-CR-001,Sun,1,0.6
G2-G02,T210,social,A-CR-001,Sun,1,0.6
G2-G03,T244,math,A-CR-001,Sun,1,0.6
G2-G03,T244,math,A-CR-001,Mon,1,0.6
G2-G03,T244,math,A-CR-001,Tue,1,0.6
G2-G03,T244,math,A-CR-001,Wed,1,0.6
G2-G03,T244,math,A-CR-001,Thu,1,0.6
G2-G03,T244,math,A-CR-001,Sun,2,0.6
G2-G03,T244,math,A-CR-001,Mon,2,0.6
G2-G03,T244,math,A-CR-001,Tue,2,0.6
G2-G03,T244,math,A-CR-001,Wed,2,0.6
G2-G03,T246,science,A-LAB-01,Sun,1,0.6
G2-G03,T246,science,A-LAB-01,Mon,1,0.6
G2-G03,T246,science,A-LAB-01,Tue,1,0.6
G2-G03,T246,science,A-LAB-01,Wed,1,0.6
G2-G03,T246,science,A-LAB-01,Thu,1,0.6
G2-G03,T318,arabic,A-CR-001,Sun,1,0.6
G2-G03,T318,arabic,A-CR-001,Mon,1,0.6
G2-G03,T318,arabic,A-CR-001,Tue,1,0.6
G2-G03,T318,arabic,A-CR-001,Wed,1,0.6
G2-G03,T318,arabic,A-CR-001,Thu,1,0.6
G2-G03,T319,islamic,A-CR-001,Sun,1,0.6
G2-G03,T319,islamic,A-CR-001,Mon,1,0.6
G2-G03,T319,islamic,A-CR-001,Tue,1,0.6
G2-G03,T319,islamic,A-CR-001,Wed,1,0.6
G2-G03,T319,islamic,A-CR-001,Thu,1,0.6
G2-G03,T319,islamic,A-CR-001,Sun,2,0.6
G2-G03,T018,pe,A-PG-01,Sun,1,0.6
G2-G03,T020,art,A-CR-001,Sun,1,0.6
G2-G03,T004,library,A-LIB-01,Sun,1,0.6
G2-G03,T243,english,A-CR-001,Sun,1,0.6
G2-G03,T243,english,A-CR-001,Mon,1,0.6
G2-G03,T243,english,A-CR-001,Tue,1,0.6
G2-G03,T243,english,A-CR-001,Wed,1,0.6
G2-G03,T243,english,A-CR-001,Thu,1,0.6
G2-G03,T243,english,A-CR-001,Sun,2,0.6
G2-G03,T243,english,A-CR-001,Mon,2,0.6
G2-G03,T243,english,A-CR-001,Tue,2,0.6
G2-G03,T243,english,A-CR-001,Wed,2,0.6
G2-G03,T008,french,A-CR-001,Sun,1,0.6
G2-G03,T024,computer,A-LAB-01,Sun,1,0.6
G2-G03,T034,music,A-CR-001,Sun,1,0.6
G2-G03,T225,social,A-CR-001,Sun,1,0.6
G2-G04,T251,math,A-CR-001,Sun,1,0.6
G2-G04,T251,math,A-CR-001,Mon,1,0.6
G2-G04,T251,math,A-CR-001,Tue,1,0.6
G2-G04,T251,math,A-CR-001,Wed,1,0.6
G2-G04,T251,math,A-CR-001,Thu,1,0.6
G2-G04,T251,math,A-CR-001,Sun,2,0.6
G2-G04,T251,math,A-CR-001,Mon,2,0.6
G2-G04,T251,math,A-CR-001,Tue,2,0.6
G2-G04,T251,math,A-CR-001,Wed,2,0.6
G2-G04,T252,science,A-LAB-01,Sun,1,0.6
G2-G04,T252,science,A-LAB-01,Mon,1,0.6
G2-G04,T252,science,A-LAB-01,Tue,1,0.6
G2-G04,T252,science,A-LAB-01,Wed,1,0.6
G2-G04,T252,science,A-LAB-01,Thu,1,0.6
G2-G04,T330,arabic,A-CR-001,Sun,1,0.6
G2-G04,T330,arabic,A-CR-001,Mon,1,0.6
G2-G04,T330,arabic,A-CR-001,Tue,1,0.6
G2-G04,T330,arabic,A-CR-001,Wed,1,0.6
G2-G04,T330,arabic,A-CR-001,Thu,1,0.6
G2-G04,T337,islamic,A-CR-001,Sun,1,0.6
G2-G04,T337,islamic,A-CR-001,Mon,1,0.6
G2-G04,T337,islamic,A-CR-001,Tue,1,0.6
G2-G04,T337,islamic,A-CR-001,Wed,1,0.6
G2-G04,T337,islamic,A-CR-001,Thu,1,0.6
G2-G04,T337,islamic,A-CR-001,Sun,2,0.6
G2-G04,T014,pe,A-PG-01,Sun,1,0.6
G2-G04,T022,art,A-CR-001,Sun,1,0.6
G2-G04,T006,library,A-LIB-01,Sun,1,0.6
G2-G04,T258,english,A-CR-001,Sun,1,0.6
G2-G04,T258,english,A-CR-001,Mon,1,0.6
G2-G04,T258,english,A-CR-001,Tue,1,0.6
G2-G04,T258,english,A-CR-001,Wed,1,0.6
G2-G04,T258,english,A-CR-001,Thu,1,0.6
G2-G04,T258,english,A-CR-001,Sun,2,0.6
G2-G04,T258,english,A-CR-001,Mon,2,0.6
G2-G04,T258,english,A-CR-001,Tue,2,0.6
G2-G04,T258,english,A-CR-001,Wed,2,0.6
G2-G04,T010,french,A-CR-001,Sun,1,0.6
G2-G04,T026,computer,A-LAB-01,Sun,1,0.6
G2-G04,T036,music,A-CR-001,Sun,1,0.6
G2-G04,T239,social,A-CR-001,Sun,1,0.6
G2-G05,T253,math,A-CR-001,Sun,1,0.6
G2-G05,T253,math,A-CR-001,Mon,1,0.6
G2-G05,T253,math,A-CR-001,Tue,1,0.6
G2-G05,T253,math,A-CR-001,Wed,1,0.6
G2-G05,T253,math,A-CR-001,Thu,1,0.6
G2-G05,T253,math,A-CR-001,Sun,2,0.6
G2-G05,T253,math,A-CR-001,Mon,2,0.6
G2-G05,T253,math,A-CR-001,Tue,2,0.6
G2-G05,T253,math,A-CR-001,Wed,2,0.6
G2-G05,T278,science,A-LAB-01,Sun,1,0.6
G2-G05,T278,science,A-LAB-01,Mon,1,0.6
G2-G05,T278,science,A-LAB-01,Tue,1,0.6
G2-G05,T278,science,A-LAB-01,Wed,1,0.6
G2-G05,T278,science,A-LAB-01,Thu,1,0.6
G2-G05,T340,arabic,A-CR-001,Sun,1,0.6
G2-G05,T340,arabic,A-CR-001,Mon,1,0.6
G2-G05,T340,arabic,A-CR-001,Tue,1,0.6
G2-G05,T340,arabic,A-CR-001,Wed,1,0.6
G2-G05,T340,arabic,A-CR-001,Thu,1,0.6
G2-G05,T352,islamic,A-CR-001,Sun,1,0.6
G2-G05,T352,islamic,A-CR-001,Mon,1,0.6
G2-G05,T352,islamic,A-CR-001,Tue,1,0.6
G2-G05,T352,islamic,A-CR-001,Wed,1,0.6
G2-G05,T352,islamic,A-CR-001,Thu,1,0.6
G2-G05,T352,islamic,A-CR-001,Sun,2,0.6
G2-G05,T016,pe,A-PG-01,Sun,1,0.6
G2-G05,T028,art,A-CR-001,Sun,1,0.6
G2-G05,T002,library,A-LIB-01,Sun,1,0.6
G2-G05,T260,english,A-CR-001,Sun,1,0.6
G2-G05,T260,english,A-CR-001,Mon,1,0.6
G2-G05,T260,english,A-CR-001,Tue,1,0.6
G2-G05,T260,english,A-CR-001,Wed,1,0.6
G2-G05,T260,english,A-CR-001,Thu,1,0.6
G2-G05,T260,english,A-CR-001,Sun,2,0.6
G2-G05,T260,english,A-CR-001,Mon,2,0.6
G2-G05,T260,english,A-CR-001,Tue,2,0.6
G2-G05,T260,english,A-CR-001,Wed,2,0.6
G2-G05,T012,french,A-CR-001,Sun,1,0.6
G2-G05,T030,computer,A-LAB-01,Sun,1,0.6
G2-G05,T038,music,A-CR-001,Sun,1,0.6
G2-G05,T249,social,A-CR-001,Sun,1,0.6
G2-G06,T267,math,A-CR-001,Sun,1,0.6
G2-G06,T267,math,A-CR-001,Mon,1,0.6
G2-G06,T267,math,A-CR-001,Tue,1,0.6
G2-G06,T267,math,A-CR-001,Wed,1,0.6
G2-G06,T267,math,A-CR-001,Thu,1,0.6
G2-G06,T267,math,A-CR-001,Sun,2,0.6
G2-G06,T267,math,A-CR-001,Mon,2,0.6
G2-G06,T267,math,A-CR-001,Tue,2,0.6
G2-G06,T267,math,A-CR-001,Wed,2,0.6
G2-G06,T285,science,A-LAB-01,Sun,1,0.6
G2-G06,T285,science,A-LAB-01,Mon,1,0.6
G2-G06,T285,science,A-LAB-01,Tue,1,0.6
G2-G06,T285,science,A-LAB-01,Wed,1,0.6
G2-G06,T285,science,A-LAB-01,Thu,1,0.6
G2-G06,T362,arabic,A-CR-001,Sun,1,0.6
G2-G06,T362,arabic,A-CR-001,Mon,1,0.6
G2-G06,T362,arabic,A-CR-001,Tue,1,0.6
G2-G06,T362,arabic,A-CR-001,Wed,1,0.6
G2-G06,T362,arabic,A-CR-001,Thu,1,0.6
G2-G06,T364,islamic,A-CR-001,Sun,1,0.6
G2-G06,T364,islamic,A-CR-001,Mon,1,0.6
G2-G06,T364,islamic,A-CR-001,Tue,1,0.6
G2-G06,T364,islamic,A-CR-001,Wed,1,0.6
G2-G06,T364,islamic,A-CR-001,Thu,1,0.6
G2-G06,T364,islamic,A-CR-001,Sun,2,0.6
G2-G06,T018,pe,A-PG-01,Sun,1,0.6
G2-G06,T020,art,A-CR-001,Sun,1,0.6
G2-G06,T004,library,A-LIB-01,Sun,1,0.6
G2-G06,T262,english,A-CR-001,Sun,1,0.6
G2-G06,T262,english,A-CR-001,Mon,1,0.6
G2-G06,T262,english,A-CR-001,Tue,1,0.6
G2-G06,T262,english,A-CR-001,Wed,1,0.6
G2-G06,T262,english,A-CR-001,Thu,1,0.6
G2-G06,T262,english,A-CR-001,Sun,2,0.6
G2-G06,T262,english,A-CR-001,Mon,2,0.6
G2-G06,T262,english,A-CR-001,Tue,2,0.6
G2-G06,T262,english,A-CR-001,Wed,2,0.6
G2-G06,T008,french,A-CR-001,Sun,1,0.6
G2-G06,T024,computer,A-LAB-01,Sun,1,0.6
G2-G06,T034,music,A-CR-001,Sun,1,0.6
G2-G06,T255,social,A-CR-001,Sun,1,0.6
G2-G07,T303,math,A-CR-001,Sun,1,0.6
G2-G07,T303,math,A-CR-001,Mon,1,0.6
G2-G07,T303,math,A-CR-001,Tue,1,0.6
G2-G07,T303,math,A-CR-001,Wed,1,0.6
G2-G07,T303,math,A-CR-001,Thu,1,0.6
G2-G07,T303,math,A-CR-001,Sun,2,0.6
G2-G07,T303,math,A-CR-001,Mon,2,0.6
G2-G07,T303,math,A-CR-001,Tue,2,0.6
G2-G07,T303,math,A-CR-001,Wed,2,0.6
G2-G07,T300,science,A-LAB-01,Sun,1,0.6
G2-G07,T300,science,A-LAB-01,Mon,1,0.6
G2-G07,T300,science,A-LAB-01,Tue,1,0.6
G2-G07,T300,science,A-LAB-01,Wed,1,0.6
G2-G07,T300,science,A-LAB-01,Thu,1,0.6
G2-G07,T373,arabic,A-CR-001,Sun,1,0.6
G2-G07,T373,arabic,A-CR-001,Mon,1,0.6
G2-G07,T373,arabic,A-CR-001,Tue,1,0.6
G2-G07,T373,arabic,A-CR-001,Wed,1,0.6
G2-G07,T373,arabic,A-CR-001,Thu,1,0.6
G2-G07,T375,islamic,A-CR-001,Sun,1,0.6
G2-G07,T375,islamic,A-CR-001,Mon,1,0.6
G2-G07,T375,islamic,A-CR-001,Tue,1,0.6
G2-G07,T375,islamic,A-CR-001,Wed,1,0.6
G2-G07,T375,islamic,A-CR-001,Thu,1,0.6
G2-G07,T375,islamic,A-CR-001,Sun,2,0.6
G2-G07,T014,pe,A-PG-01,Sun,1,0.6
G2-G07,T022,art,A-CR-001,Sun,1,0.6
G2-G07,T006,library,A-LIB-01,Sun,1,0.6
G2-G07,T270,english,A-CR-001,Sun,1,0.6
G2-G07,T270,english,A-CR-001,Mon,1,0.6
G2-G07,T270,english,A-CR-001,Tue,1,0.6
G2-G07,T270,english,A-CR-001,Wed,1,0.6
G2-G07,T270,english,A-CR-001,Thu,1,0.6
G2-G07,T270,english,A-CR-001,Sun,2,0.6
G2-G07,T270,english,A-CR-001,Mon,2,0.6
G2-G07,T270,english,A-CR-001,Tue,2,0.6
G2-G07,T270,english,A-CR-001,Wed,2,0.6
G2-G07,T010,french,A-CR-001,Sun,1,0.6
G2-G07,T026,computer,A-LAB-01,Sun,1,0.6
G2-G07,T036,music,A-CR-001,Sun,1,0.6
G2-G07,T268,social,A-CR-001,Sun,1,0.6
G2-G08,T311,math,A-CR-001,Sun,1,0.6
G2-G08,T311,math,A-CR-001,Mon,1,0.6
G2-G08,T311,math,A-CR-001,Tue,1,0.6
G2-G08,T311,math,A-CR-001,Wed,1,0.6
G2-G08,T311,math,A-CR-001,Thu,1,0.6
G2-G08,T311,math,A-CR-001,Sun,2,0.6
G2-G08,T311,math,A-CR-001,Mon,2,0.6
G2-G08,T311,math,A-CR-001,Tue,2,0.6
G2-G08,T311,math,A-CR-001,Wed,2,0.6
G2-G08,T305,science,A-LAB-01,Sun,1,0.6
G2-G08,T305,science,A-LAB-01,Mon,1,0.6
G2-G08,T305,science,A-LAB-01,Tue,1,0.6
G2-G08,T305,science,A-LAB-01,Wed,1,0.6
G2-G08,T305,science,A-LAB-01,Thu,1,0.6
G2-G08,T376,arabic,A-CR-001,Sun,1,0.6
G2-G08,T376,arabic,A-CR-001,Mon,1,0.6
G2-G08,T376,arabic,A-CR-001,Tue,1,0.6
G2-G08,T376,arabic,A-CR-001,Wed,1,0.6
G2-G08,T376,arabic,A-CR-001,Thu,1,0.6
G2-G08,T381,islamic,A-CR-001,Sun,1,0.6
G2-G08,T381,islamic,A-CR-001,Mon,1,0.6
G2-G08,T381,islamic,A-CR-001,Tue,1,0.6
G2-G08,T381,islamic,A-CR-001,Wed,1,0.6
G2-G08,T381,islamic,A-CR-001,Thu,1,0.6
G2-G08,T381,islamic,A-CR-001,Sun,2,0.6
G2-G08,T016,pe,A-PG-01,Sun,1,0.6
G2-G08,T028,art,A-CR-001,Sun,1,0.6
G2-G08,T002,library,A-LIB-01,Sun,1,0.6
G2-G08,T322,english,A-CR-001,Sun,1,0.6
G2-G08,T322,english,A-CR-001,Mon,1,0.6
G2-G08,T322,english,A-CR-001,Tue,1,0.6
G2-G08,T322,english,A-CR-001,Wed,1,0.6
G2-G08,T322,english,A-CR-001,Thu,1,0.6
G2-G08,T322,english,A-CR-001,Sun,2,0.6
G2-G08,T322,english,A-CR-001,Mon,2,0.6
G2-G08,T322,english,A-CR-001,Tue,2,0.6
G2-G08,T322,english,A-CR-001,Wed,2,0.6
G2-G08,T012,french,A-CR-001,Sun,1,0.6
G2-G08,T030,computer,A-LAB-01,Sun,1,0.6
G2-G08,T038,music,A-CR-001,Sun,1,0.6
G2-G08,T275,social,A-CR-001,Sun,1,0.6
G2-G09,T315,math,A-CR-001,Sun,1,0.6
G2-G09,T315,math,A-CR-001,Mon,1,0.6
G2-G09,T315,math,A-CR-001,Tue,1,0.6
G2-G09,T315,math,A-CR-001,Wed,1,0.6
G2-G09,T315,math,A-CR-001,Thu,1,0.6
G2-G09,T315,math,A-CR-001,Sun,2,0.6
G2-G09,T315,math,A-CR-001,Mon,2,0.6
G2-G09,T315,math,A-CR-001,Tue,2,0.6
G2-G09,T315,math,A-CR-001,Wed,2,0.6
G2-G09,T309,science,A-LAB-01,Sun,1,0.6
G2-G09,T309,science,A-LAB-01,Mon,1,0.6
G2-G09,T309,science,A-LAB-01,Tue,1,0.6
G2-G09,T309,science,A-LAB-01,Wed,1,0.6
G2-G09,T309,science,A-LAB-01,Thu,1,0.6
G2-G09,T383,arabic,A-CR-001,Sun,1,0.6
G2-G09,T383,arabic,A-CR-001,Mon,1,0.6
G2-G09,T383,arabic,A-CR-001,Tue,1,0.6
G2-G09,T383,arabic,A-CR-001,Wed,1,0.6
G2-G09,T383,arabic,A-CR-001,Thu,1,0.6
G2-G09,T393,islamic,A-CR-001,Sun,1,0.6
G2-G09,T393,islamic,A-CR-001,Mon,1,0.6
G2-G09,T393,islamic,A-CR-001,Tue,1,0.6
G2-G09,T393,islamic,A-CR-001,Wed,1,0.6
G2-G09,T393,islamic,A-CR-001,Thu,1,0.6
G2-G09,T393,islamic,A-CR-001,Sun,2,0.6
G2-G09,T018,pe,A-PG-01,Sun,1,0.6
G2-G09,T020,art,A-CR-001,Sun,1,0.6
G2-G09,T004,library,A-LIB-01,Sun,1,0.6
G2-G09,T371,english,A-CR-001,Sun,1,0.6
G2-G09,T371,english,A-CR-001,Mon,1,0.6
G2-G09,T371,english,A-CR-001,Tue,1,0.6
G2-G09,T371,english,A-CR-001,Wed,1,0.6
G2-G09,T371,english,A-CR-001,Thu,1,0.6
G2-G09,T371,english,A-CR-001,Sun,2,0.6
G2-G09,T371,english,A-CR-001,Mon,2,0.6
G2-G09,T371,english,A-CR-001,Tue,2,0.6
G2-G09,T371,english,A-CR-001,Wed,2,0.6
G2-G09,T008,french,A-CR-001,Sun,1,0.6
G2-G09,T024,computer,A-LAB-01,Sun,1,0.6
G2-G09,T034,music,A-CR-001,Sun,1,0.6
G2-G09,T289,social,A-CR-001,Sun,1,0.6
G2-G10,T320,math,A-CR-001,Sun,1,0.6
G2-G10,T320,math,A-CR-001,Mon,1,0.6
G2-G10,T320,math,A-CR-001,Tue,1,0.6
G2-G10,T320,math,A-CR-001,Wed,1,0.6
G2-G10,T320,math,A-CR-001,Thu,1,0.6
G2-G10,T320,math,A-CR-001,Sun,2,0.6
G2-G10,T320,math,A-CR-001,Mon,2,0.6
G2-G10,T320,math,A-CR-001,Tue,2,0.6
G2-G10,T320,math,A-CR-001,Wed,2,0.6
G2-G10,T314,science,A-LAB-01,Sun,1,0.6
G2-G10,T314,science,A-LAB-01,Mon,1,0.6
G2-G10,T314,science,A-LAB-01,Tue,1,0.6
G2-G10,T314,science,A-LAB-01,Wed,1,0.6
G2-G10,T314,science,A-LAB-01,Thu,1,0.6
G2-G10,T394,arabic,A-CR-001,Sun,1,0.6
G2-G10,T394,arabic,A-CR-001,Mon,1,0.6
G2-G10,T394,arabic,A-CR-001,Tue,1,0.6
G2-G10,T394,arabic,A-CR-001,Wed,1,0.6
G2-G10,T394,arabic,A-CR-001,Thu,1,0.6
G2-G10,T404,islamic,A-CR-001,Sun,1,0.6
G2-G10,T404,islamic,A-CR-001,Mon,1,0.6
G2-G10,T404,islamic,A-CR-001,Tue,1,0.6
G2-G10,T404,islamic,A-CR-001,Wed,1,0.6
G2-G10,T404,islamic,A-CR-001,Thu,1,0.6
G2-G10,T404,islamic,A-CR-001,Sun,2,0.6
G2-G10,T014,pe,A-PG-01,Sun,1,0.6
G2-G10,T022,art,A-CR-001,Sun,1,0.6
G2-G10,T006,library,A-LIB-01,Sun,1,0.6
G2-G10,T377,english,A-CR-001,Sun,1,0.6
G2-G10,T377,english,A-CR-001,Mon,1,0.6
G2-G10,T377,english,A-CR-001,Tue,1,0.6
G2-G10,T377,english,A-CR-001,Wed,1,0.6
G2-G10,T377,english,A-CR-001,Thu,1,0.6
G2-G10,T377,english,A-CR-001,Sun,2,0.6
G2-G10,T377,english,A-CR-001,Mon,2,0.6
G2-G10,T377,english,A-CR-001,Tue,2,0.6
G2-G10,T377,english,A-CR-001,Wed,2,0.6
G2-G10,T010,french,A-CR-001,Sun,1,0.6
G2-G10,T026,computer,A-LAB-01,Sun,1,0.6
G2-G10,T036,music,A-CR-001,Sun,1,0.6
G2-G10,T326,social,A-CR-001,Sun,1,0.6
G3-B01,T431,math,A-CR-001,Sun,1,0.6
G3-B01,T431,math,A-CR-001,Mon,1,0.6
G3-B01,T431,math,A-CR-001,Tue,1,0.6
G3-B01,T431,math,A-CR-001,Wed,1,0.6
G3-B01,T431,math,A-CR-001,Thu,1,0.6
G3-B01,T431,math,A-CR-001,Sun,2,0.6
G3-B01,T431,math,A-CR-001,Mon,2,0.6
G3-B01,T431,math,A-CR-001,Tue,2,0.6
G3-B01,T431,math,A-CR-001,Wed,2,0.6
G3-B01,T459,science,A-LAB-01,Sun,1,0.6
G3-B01,T459,science,A-LAB-01,Mon,1,0.6
G3-B01,T459,science,A-LAB-01,Tue,1,0.6
G3-B01,T459,science,A-LAB-01,Wed,1,0.6
G3-B01,T459,science,A-LAB-01,Thu,1,0.6
G3-B01,T418,arabic,A-CR-001,Sun,1,0.6
G3-B01,T418,arabic,A-CR-001,Mon,1,0.6
G3-B01,T418,arabic,A-CR-001,Tue,1,0.6
G3-B01,T418,arabic,A-CR-001,Wed,1,0.6
G3-B01,T418,arabic,A-CR-001,Thu,1,0.6
G3-B01,T414,islamic,A-CR-001,Sun,1,0.6
G3-B01,T414,islamic,A-CR-001,Mon,1,0.6
G3-B01,T414,islamic,A-CR-001,Tue,1,0.6
G3-B01,T414,islamic,A-CR-001,Wed,1,0.6
G3-B01,T414,islamic,A-CR-001,Thu,1,0.6
G3-B01,T414,islamic,A-CR-001,Sun,2,0.6
G3-B01,T015,pe,A-PG-01,Sun,1,0.6
G3-B01,T027,art,A-CR-001,Sun,1,0.6
G3-B01,T001,library,A-LIB-01,Sun,1,0.6
G3-B01,T398,english,A-CR-001,Sun,1,0.6
G3-B01,T398,english,A-CR-001,Mon,1,0.6
G3-B01,T398,english,A-CR-001,Tue,1,0.6
G3-B01,T398,english,A-CR-001,Wed,1,0.6
G3-B01,T398,english,A-CR-001,Thu,1,0.6
G3-B01,T398,english,A-CR-001,Sun,2,0.6
G3-B01,T398,english,A-CR-001,Mon,2,0.6
G3-B01,T398,english,A-CR-001,Tue,2,0.6
G3-B01,T398,english,A-CR-001,Wed,2,0.6
G3-B01,T011,french,A-CR-001,Sun,1,0.6
G3-B01,T029,computer,A-LAB-01,Sun,1,0.6
G3-B01,T037,music,A-CR-001,Sun,1,0.6
G3-B01,T287,social,A-CR-001,Sun,1,0.6
G3-B02,T467,math,A-CR-001,Sun,1,0.6
G3-B02,T467,math,A-CR-001,Mon,1,0.6
G3-B02,T467,math,A-CR-001,Tue,1,0.6
G3-B02,T467,math,A-CR-001,Wed,1,0.6
G3-B02,T467,math,A-CR-001,Thu,1,0.6
G3-B02,T467,math,A-CR-001,Sun,2,0.6
G3-B02,T467,math,A-CR-001,Mon,2,0.6
G3-B02,T467,math,A-CR-001,Tue,2,0.6
G3-B02,T467,math,A-CR-001,Wed,2,0.6
G3-B02,T468,science,A-LAB-01,Sun,1,0.6
G3-B02,T468,science,A-LAB-01,Mon,1,0.6
G3-B02,T468,science,A-LAB-01,Tue,1,0.6
G3-B02,T468,science,A-LAB-01,Wed,1,0.6
G3-B02,T468,science,A-LAB-01,Thu,1,0.6
G3-B02,T422,arabic,A-CR-001,Sun,1,0.6
G3-B02,T422,arabic,A-CR-001,Mon,1,0.6
G3-B02,T422,arabic,A-CR-001,Tue,1,0.6
G3-B02,T422,arabic,A-CR-001,Wed,1,0.6
G3-B02,T422,arabic,A-CR-001,Thu,1,0.6
G3-B02,T416,islamic,A-CR-001,Sun,1,0.6
G3-B02,T416,islamic,A-CR-001,Mon,1,0.6
G3-B02,T416,islamic,A-CR-001,Tue,1,0.6
G3-B02,T416,islamic,A-CR-001,Wed,1,0.6
G3-B02,T416,islamic,A-CR-001,Thu,1,0.6
G3-B02,T416,islamic,A-CR-001,Sun,2,0.6
G3-B02,T017,pe,A-PG-01,Sun,1,0.6
G3-B02,T019,art,A-CR-001,Sun,1,0.6
G3-B02,T003,library,A-LIB-01,Sun,1,0.6
G3-B02,T430,english,A-CR-001,Sun,1,0.6
G3-B02,T430,english,A-CR-001,Mon,1,0.6
G3-B02,T430,english,A-CR-001,Tue,1,0.6
G3-B02,T430,english,A-CR-001,Wed,1,0.6
G3-B02,T430,english,A-CR-001,Thu,1,0.6
G3-B02,T430,english,A-CR-001,Sun,2,0.6
G3-B02,T430,english,A-CR-001,Mon,2,0.6
G3-B02,T430,english,A-CR-001,Tue,2,0.6
G3-B02,T430,english,A-CR-001,Wed,2,0.6
G3-B02,T007,french,A-CR-001,Sun,1,0.6
G3-B02,T021,computer,A-LAB-01,Sun,1,0.6
G3-B02,T033,music,A-CR-001,Sun,1,0.6
G3-B02,T293,social,A-CR-001,Sun,1,0.6
G3-B03,T475,math,A-CR-001,Sun,1,0.6
G3-B03,T475,math,A-CR-001,Mon,1,0.6
G3-B03,T475,math,A-CR-001,Tue,1,0.6
G3-B03,T475,math,A-CR-001,Wed,1,0.6
G3-B03,T475,math,A-CR-001,Thu,1,0.6
G3-B03,T475,math,A-CR-001,Sun,2,0.6
G3-B03,T475,math,A-CR-001,Mon,2,0.6
G3-B03,T475,math,A-CR-001,Tue,2,0.6
G3-B03,T475,math,A-CR-001,Wed,2,0.6
G3-B03,T480,science,A-LAB-01,Sun,1,0.6
G3-B03,T480,science,A-LAB-01,Mon,1,0.6
G3-B03,T480,science,A-LAB-01,Tue,1,0.6
G3-B03,T480,science,A-LAB-01,Wed,1,0.6
G3-B03,T480,science,A-LAB-01,Thu,1,0.6
G3-B03,T432,arabic,A-CR-001,Sun,1,0.6
G3-B03,T432,arabic,A-CR-001,Mon,1,0.6
G3-B03,T432,arabic,A-CR-001,Tue,1,0.6
G3-B03,T432,arabic,A-CR-001,Wed,1,0.6
G3-B03,T432,arabic,A-CR-001,Thu,1,0.6
G3-B03,T434,islamic,A-CR-001,Sun,1,0.6
G3-B03,T434,islamic,A-CR-001,Mon,1,0.6
G3-B03,T434,islamic,A-CR-001,Tue,1,0.6
G3-B03,T434,islamic,A-CR-001,Wed,1,0.6
G3-B03,T434,islamic,A-CR-001,Thu,1,0.6
G3-B03,T434,islamic,A-CR-001,Sun,2,0.6
G3-B03,T005,pe,A-PG-01,Sun,1,0.6
G3-B03,T023,art,A-CR-001,Sun,1,0.6
G3-B03,T013,library,A-LIB-01,Sun,1,0.6
G3-B03,T441,english,A-CR-001,Sun,1,0.6
G3-B03,T441,english,A-CR-001,Mon,1,0.6
G3-B03,T441,english,A-CR-001,Tue,1,0.6
G3-B03,T441,english,A-CR-001,Wed,1,0.6
G3-B03,T441,english,A-CR-001,Thu,1,0.6
